# 0Wavelength	 1Intensity
616.854	195.561
617.431	197.318
618.009	198.301
618.586	197.919
619.164	197.710
619.741	197.894
620.319	196.990
620.896	198.649
621.474	198.172
622.051	197.045
622.628	198.641
623.206	197.174
623.783	197.116
624.360	197.381
624.937	197.960
625.514	197.063
626.091	198.154
626.668	199.836
627.245	197.018
627.822	198.619
628.399	197.864
628.976	196.457
629.553	196.106
630.130	196.654
630.707	198.500
631.283	197.871
631.860	197.247
632.437	196.000
633.013	197.604
633.590	198.139
634.166	196.705
634.743	196.583
635.319	196.056
635.896	198.106
636.472	196.326
637.048	195.894
637.625	197.717
638.201	196.222
638.777	198.598
639.353	197.960
639.930	196.119
640.506	196.659
641.082	195.975
641.658	196.811
642.234	196.722
642.810	198.192
643.385	195.535
643.961	196.672
644.537	197.626
645.113	195.427
645.689	197.351
646.264	196.207
646.840	195.702
647.416	196.866
647.991	196.662
648.567	196.116
649.142	196.593
649.718	196.008
650.293	197.705
650.869	196.914
651.444	198.838
652.019	195.346
652.595	196.909
653.170	198.533
653.745	196.093
654.320	196.992
654.895	197.586
655.470	196.816
656.045	195.197
656.620	197.543
657.195	196.801
657.770	197.515
658.345	196.576
658.920	196.230
659.495	197.308
660.069	198.745
660.644	194.871
661.219	196.902
661.793	197.902
662.368	198.177
662.943	197.187
663.517	197.242
664.092	195.455
664.666	197.159
665.240	197.008
665.815	196.990
666.389	196.270
666.963	197.556
667.538	194.338
668.112	196.740
668.686	196.833
669.260	195.626
669.834	197.891
670.408	196.548
670.982	197.232
671.556	197.907
672.130	194.321
672.704	196.904
673.278	195.058
673.852	196.030
674.425	199.073
674.999	197.515
675.573	196.813
676.146	197.076
676.720	196.568
677.294	196.419
677.867	196.525
678.441	196.402
679.014	196.447
679.587	197.015
680.161	196.159
680.734	194.705
681.307	194.563
681.880	197.169
682.454	197.795
683.027	197.081
683.600	194.391
684.173	196.432
684.746	196.053
685.319	196.073
685.892	195.351
686.465	197.136
687.038	196.323
687.611	195.010
688.183	196.992
688.756	196.955
689.329	196.722
689.901	195.760
690.474	196.467
691.047	196.710
691.619	195.020
692.192	197.043
692.764	196.280
693.337	195.482
693.909	194.253
694.481	196.528
695.054	195.220
695.626	197.187
696.198	194.472
696.770	196.159
697.342	196.475
697.914	196.452
698.486	197.634
699.059	194.904
699.630	195.455
700.202	195.202
700.774	196.177
701.346	196.119
701.918	195.144
702.490	196.078
703.061	196.035
703.633	195.672
704.205	195.788
704.776	197.422
705.348	195.770
705.919	196.455
706.491	198.005
707.062	195.553
707.634	195.250
708.205	196.780
708.776	194.689
709.348	196.593
709.919	197.689
710.490	195.927
711.061	195.967
711.632	196.563
712.203	197.157
712.774	195.444
713.345	195.316
713.916	196.672
714.487	195.747
715.058	195.182
715.629	195.455
716.200	195.399
716.770	194.944
717.341	194.465
717.912	194.035
718.482	196.508
719.053	196.258
719.623	194.957
720.194	194.990
720.764	195.460
721.335	196.452
721.905	196.836
722.475	193.841
723.046	196.331
723.616	195.775
724.186	195.619
724.756	195.202
725.326	194.273
725.897	195.159
726.467	194.912
727.037	194.598
727.606	195.414
728.176	194.902
728.746	196.533
729.316	195.437
729.886	194.785
730.456	195.952
731.025	194.530
731.595	195.452
732.165	195.747
732.734	197.616
733.304	193.609
733.873	195.836
734.443	195.475
735.012	195.000
735.581	195.553
736.151	194.386
736.720	195.427
737.289	193.556
737.858	194.960
738.427	195.598
738.997	193.707
739.566	195.682
740.135	193.207
740.704	196.583
741.273	194.220
741.841	196.096
742.410	193.730
742.979	195.381
743.548	194.803
744.117	195.311
744.685	194.000
745.254	195.447
745.823	195.775
746.391	192.768
746.960	195.427
747.528	196.747
748.096	195.114
748.665	194.859
749.233	195.455
749.802	194.833
750.370	195.293
750.938	194.402
751.506	194.497
752.074	196.058
752.642	194.187
753.211	196.005
753.779	194.823
754.346	195.694
754.914	194.745
755.482	195.699
756.050	196.179
756.618	192.548
757.186	194.616
757.753	194.298
758.321	195.492
758.889	195.972
759.456	195.109
760.024	195.369
760.591	194.677
761.159	195.071
761.726	192.715
762.294	195.677
762.861	196.402
763.428	194.460
763.995	195.035
764.563	193.146
765.130	194.000
765.697	195.283
766.264	194.591
766.831	192.753
767.398	195.742
767.965	195.146
768.532	194.356
769.099	195.891
769.665	194.682
770.232	195.894
770.799	194.472
771.366	195.227
771.932	191.823
772.499	194.742
773.065	197.904
773.632	196.490
774.198	194.167
774.765	193.477
775.331	194.773
775.898	195.207
776.464	194.674
777.030	194.914
777.596	193.972
778.162	195.295
778.729	194.184
779.295	193.598
779.861	195.811
780.427	195.598
780.993	195.030
781.558	193.338
782.124	194.306
782.690	195.414
783.256	194.553
783.822	194.523
784.387	192.765
784.953	193.278
785.519	193.260
786.084	193.957
786.650	195.205
787.215	195.884
787.781	192.225
788.346	196.336
788.911	195.083
789.477	195.891
790.042	194.894
790.607	195.619
791.172	194.217
791.737	194.048
792.303	195.841
792.868	193.361
793.432	193.894
793.997	194.864
794.562	194.740
795.127	193.452
795.692	193.348
796.257	194.710
796.822	194.818
797.386	196.949
797.951	194.457
798.516	193.255
799.080	195.399
799.645	195.591
800.209	194.492
